ID,time,mood,userID,lng,lat,facebookID,status,code
00326,"2011-07-06 13:37:29",6,00043,150.893,-34.4261,100001683537577,"Having fun in the gong with mangi",0
00327,"2011-07-06 20:29:46",5,00043,0,0,100001683537577,"testing overlap",0
00328,"2011-07-06 20:32:55",4,00043,150.916,-34.3586,100001683537577,"Testing overlap 2",0
00329,"2011-07-06 20:34:13",4,00043,150.916,-34.3586,100001683537577,"Test 3",0
00330,"2011-07-06 20:46:01",7,00043,150.916,-34.3586,100001683537577,"Test 4",0
00364,"2011-10-04 10:39:33",5,00058,151.003,-33.8172,728291534,"still in holiday mode,  get to officially test moodoo,  but have to work today",0
00334,"2011-07-10 10:43:03",3,00043,151.151,-33.9155,100001683537577,"testing email",1310258508636609550
00335,"2011-07-14 10:08:31",7,00043,151.151,-33.9156,100001683537577,"test dev subdirectory",0
00336,"2011-07-23 20:13:18",2,00043,151.139,-33.89,100001683537577,cause,0
00337,"2011-08-04 16:31:17",6,00010,151.151,-33.9155,569346452,"finished the school day",13124124021142137224
00338,"2011-08-05 18:21:13",6,00010,151.151,-33.9156,569346452,"finished the week",1312498802106758410
00339,"2011-08-24 19:53:48",7,00010,151.151,-33.9155,569346452,test,0
00340,"2011-08-24 19:58:24",4,00010,151.151,-33.9155,569346452,test,0
00341,"2011-08-24 20:03:00",4,00043,151.151,-33.9155,100001683537577,test,0
00342,"2011-08-24 20:03:53",5,00043,151.151,-33.9155,100001683537577,"test 2",0
00343,"2011-08-24 20:04:37",6,00043,151.151,-33.9155,100001683537577,"test 3",0
00344,"2011-08-24 21:36:52",5,00059,151.151,-33.9156,502734454,"I am with my friend",0
00345,"2011-08-25 19:17:01",6,00043,151.151,-33.9155,100001683537577,"tesing settings",0
00346,"2011-08-25 19:19:30",4,00043,151.151,-33.9155,100001683537577,"test settings 2",0
00347,"2011-08-25 19:20:53",3,00043,151.151,-33.9155,100001683537577,"test settings 3",0
00348,"2011-08-27 20:43:17",4,00059,151.151,-33.9156,502734454,"A little and trying to be in two places at once",0
00349,"2011-09-19 09:03:06",6,00043,151.151,-33.9156,100001683537577,"working on moodoo again",0
00350,"2011-09-19 09:15:10",5,00043,151.151,-33.9156,100001683537577,ok,0
00351,"2011-09-19 09:22:51",5,00043,151.151,-33.9156,100001683537577,yo,0
00352,"2011-09-19 09:40:28",6,00043,151.151,-33.9156,100001683537577,test,0
00353,"2011-09-19 09:45:28",6,00043,151.151,-33.9156,100001683537577,test,0
00354,"2011-09-22 17:27:12",4,00043,151.151,-33.9156,100001683537577,"cause im a bit sleepy",0
00355,"2011-09-27 08:35:16",5,00043,151.151,-33.9156,100001683537577,"just calm",0
00356,"2011-09-27 08:41:39",6,00043,151.151,-33.9156,100001683537577,test,0
00357,"2011-09-27 08:45:12",6,00043,151.151,-33.9156,100001683537577,test,0
00358,"2011-09-27 08:48:05",6,00043,151.151,-33.9156,100001683537577,test,0
00359,"2011-09-27 09:53:47",5,00043,151.151,-33.9156,100001683537577,"just plugging away",0
00360,"2011-09-27 09:54:57",1,00043,151.151,-33.9156,100001683537577,"test grouchy",0
00361,"2011-09-27 09:59:08",2,00043,151.151,-33.9156,100001683537577,"test narky",0
00362,"2011-09-29 11:49:16",6,00043,151.151,-33.9156,100001683537577,"Test update from IE8",0
00363,"2011-10-02 10:25:53",7,00043,151.151,-33.9156,100001683537577,test,0
00365,"2011-10-04 11:33:43",5,00058,151.003,-33.8172,728291534,"simple day",0
00389,"2011-10-05 12:36:44",3,00043,151.207,-33.8689,100001683537577,test,0
00388,"2011-10-05 12:33:17",6,00043,151.207,-33.8689,100001683537577,test,0
00387,"2011-10-05 12:13:57",7,00074,151.207,-33.8689,532995893,,0
00386,"2011-10-05 12:11:52",3,00072,150.498,-33.7237,725036159,,0
00385,"2011-10-05 12:09:33",4,00072,153.132,-29.4876,725036159,,0
00429,"2011-10-06 12:44:22",5,00074,151.207,-33.8689,532995893,,0
00428,"2011-10-06 11:34:45",7,00079,151.196,-33.889,510162974,"number 3",0
00381,"2011-10-04 22:43:50",7,00072,0,0,725036159,"just finished first recording session",0
00376,"2011-10-04 18:55:37",6,00043,151.151,-33.9156,100001683537577,test,0
00377,"2011-10-04 18:57:19",6,00043,151.151,-33.9156,100001683537577,test,0
00378,"2011-10-04 18:58:28",7,00043,151.151,-33.9156,100001683537577,test,0
00379,"2011-10-04 19:02:53",4,00043,151.151,-33.9156,100001683537577,test,0
00390,"2011-10-05 12:43:59",6,00043,151.207,-33.8689,100001683537577,allo,0
